Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,ReportDate,OffenseCount
5900 BLOCK OF N MONTANA AVE,21-61340,Property,Overlook,3/7/2021,0100,Larceny Offenses,All Other Larceny,45.565951721,-122.680224264,3/7/2021,1
5900 BLOCK OF N MOORE AVE,21-902891,Property,Humboldt,2/11/2021,0225,Larceny Offenses,Theft From Motor Vehicle,45.566118818,-122.667903053,2/11/2021,1
5900 BLOCK OF N WILLIAMS AVE,21-85014,Property,Humboldt,3/29/2021,2200,Burglary,Burglary,45.566117503,-122.666953824,3/30/2021,1
5900 BLOCK OF NE 32ND AVE,21-38391,Person,Concordia,2/11/2021,0538,Assault Offenses,Aggravated Assault,45.565679477,-122.632856960,2/11/2021,1
5900 BLOCK OF NE 33RD AVE,21-1052,Society,Concordia,1/2/2021,0446,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.566111125,-122.630588155,1/2/2021,1
5900 BLOCK OF NE 37TH AVE,21-46579,Property,Concordia,2/20/2021,1745,Burglary,Burglary,45.565750702,-122.625602270,2/20/2021,1
5900 BLOCK OF NE 37TH AVE,21-900594,Property,Concordia,1/9/2021,0220,Larceny Offenses,All Other Larceny,45.565750269,-122.625477261,1/9/2021,1
5900 BLOCK OF NE 112TH AVE,21-18809,Property,Parkrose,1/21/2021,0325,Burglary,Burglary,45.565711240,-122.547333278,1/21/2021,1
5900 BLOCK OF NE 112TH AVE,21-47600,Property,Parkrose,2/21/2021,1800,Larceny Offenses,Theft From Building,45.565711240,-122.547333278,2/21/2021,1
5900 BLOCK OF NE 112TH AVE,21-84404,Property,Parkrose,1/1/2019,1009,Embezzlement,Embezzlement,45.565711240,-122.547333278,3/30/2021,1
5900 BLOCK OF NE 122ND AVE,21-11793,Property,Argay,1/13/2021,1530,Counterfeiting/Forgery,Counterfeiting/Forgery,45.566070941,-122.533089643,1/13/2021,1
5900 BLOCK OF NE 122ND AVE,21-14726,Property,Argay,1/16/2021,1130,Motor Vehicle Theft,Motor Vehicle Theft,45.566070941,-122.533089643,1/16/2021,1
5900 BLOCK OF NE 122ND AVE,21-22688,Property,Argay,1/25/2021,0600,Motor Vehicle Theft,Motor Vehicle Theft,45.566070941,-122.533089643,1/25/2021,1
5900 BLOCK OF NE 122ND AVE,21-28456,Property,Argay,1/31/2021,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.566070941,-122.533089643,1/31/2021,1
5900 BLOCK OF NE 122ND AVE,21-901131,Property,Argay,1/10/2021,1600,Larceny Offenses,Theft From Motor Vehicle,45.566070941,-122.533089643,1/17/2021,1
5900 BLOCK OF NE MALLORY AVE,21-903109,Property,King,2/15/2021,2300,Larceny Offenses,Theft From Motor Vehicle,45.566104115,-122.663730795,2/17/2021,1
5900 BLOCK OF NE MARTIN LUTHER KING JR BLVD,21-68901,Property,King,3/14/2021,1645,Larceny Offenses,All Other Larceny,45.565970611,-122.661346908,3/14/2021,1
5900 BLOCK OF NE MARTIN LUTHER KING JR BLVD,21-84326,Person,King,3/30/2021,0845,Assault Offenses,Simple Assault,45.565970611,-122.661346908,3/30/2021,1
5900 BLOCK OF NE MARTIN LUTHER KING JR BLVD,21-900999,Property,King,1/15/2021,1110,Fraud Offenses,Credit Card/ATM Fraud,45.565970611,-122.661346908,1/15/2021,1
5900 BLOCK OF NE SANDY BLVD,21-15205,Property,Rose City Park,1/16/2021,2115,Burglary,Burglary,45.543264110,-122.602032365,1/17/2021,1
5900 BLOCK OF NE SANDY BLVD,21-35756,Property,Rose City Park,2/8/2021,1244,Robbery,Robbery,45.543264110,-122.602032365,2/8/2021,1
5900 BLOCK OF NE WIN SIVERS DR,21-19291,Property,Parkrose,1/19/2021,1700,Motor Vehicle Theft,Motor Vehicle Theft,45.566440839,-122.537766592,1/21/2021,1
5900 BLOCK OF NW SALTZMAN RD,21-903552,Property,Linnton,2/22/2021,0646,Vandalism,Vandalism,45.562427992,-122.749215359,2/23/2021,1
5900 BLOCK OF S HOOD AVE,21-74529,Property,South Portland,3/19/2021,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.480815194,-122.674890369,3/20/2021,1
5900 BLOCK OF S HOOD AVE,21-905791,Property,South Portland,3/21/2021,0510,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.480815194,-122.674890369,3/25/2021,1
5900 BLOCK OF S RIVERIDGE LN,21-24030,Property,South Portland,1/19/2021,1200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.481338861,-122.673026584,1/26/2021,1
5900 BLOCK OF SE 17TH AVE,21-904756,Property,Sellwood-Moreland,3/10/2021,2130,Larceny Offenses,Theft From Motor Vehicle,45.479534684,-122.648324392,3/11/2021,1
5900 BLOCK OF SE 18TH AVE,21-13325,Property,Sellwood-Moreland,1/15/2021,0519,Arson,Arson,45.479534273,-122.647466352,1/15/2021,1
5900 BLOCK OF SE 18TH AVE,21-49948,Property,Sellwood-Moreland,2/24/2021,0230,Motor Vehicle Theft,Motor Vehicle Theft,45.479534273,-122.647466352,2/24/2021,1
5900 BLOCK OF SE 82ND AVE,21-5039,Property,Lents,12/11/2020,1200,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.479813255,-122.578940711,1/6/2021,1
5900 BLOCK OF SE 82ND AVE,21-56416,Property,Lents,3/2/2021,1527,Motor Vehicle Theft,Motor Vehicle Theft,45.479813255,-122.578940711,3/2/2021,1
5900 BLOCK OF SE 82ND AVE,21-69807,Property,Lents,3/15/2021,1614,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.479813255,-122.578940711,3/15/2021,1
5900 BLOCK OF SE 89TH AVE,21-905684,Property,Lents,3/24/2021,1400,Larceny Offenses,Theft From Building,45.479602191,-122.571339645,3/24/2021,1
5900 BLOCK OF SE 92ND AVE,21-47953,Property,Lents,2/21/2021,1400,Motor Vehicle Theft,Motor Vehicle Theft,45.479468658,-122.568550173,2/22/2021,1
5900 BLOCK OF SE 92ND AVE,21-49077,Property,Lents,2/22/2021,2030,Motor Vehicle Theft,Motor Vehicle Theft,45.479468658,-122.568550173,2/23/2021,1
5900 BLOCK OF SE 92ND AVE,21-901283,Property,Lents,1/18/2021,2105,Larceny Offenses,Theft From Motor Vehicle,45.479469153,-122.568674991,1/19/2021,1
5900 BLOCK OF SE 92ND AVE,21-905927,Property,Lents,3/20/2021,1600,Larceny Offenses,All Other Larceny,45.479468658,-122.568550173,3/28/2021,1
5900 BLOCK OF SE 92ND AVE,21-906210,Property,Lents,3/19/2021,1846,Fraud Offenses,Identity Theft,45.479469153,-122.568674991,3/31/2021,1
5900 BLOCK OF SE 122ND AVE,21-19840,Property,Pleasant Valley,1/21/2021,1530,Motor Vehicle Theft,Motor Vehicle Theft,45.479279662,-122.537074414,1/22/2021,1
5900 BLOCK OF SE 122ND AVE,21-69879,Property,Powellhurst-Gilbert,3/15/2021,1728,Larceny Offenses,All Other Larceny,45.478953774,-122.537195329,3/15/2021,1
5900 BLOCK OF SE ASH ST,21-20010,Property,Mt Tabor,1/21/2021,2200,Vandalism,Vandalism,45.521672292,-122.602766873,1/22/2021,1
5900 BLOCK OF SE ASH ST,21-20624,Property,Mt Tabor,1/22/2021,2255,Vandalism,Vandalism,45.521672292,-122.602766873,1/22/2021,1
5900 BLOCK OF SE ASH ST,21-21299,Person,Mt Tabor,1/23/2021,1900,Assault Offenses,Intimidation,45.521672292,-122.602766873,1/23/2021,1
5900 BLOCK OF SE ASH ST,21-21813,Person,Mt Tabor,1/24/2021,0656,Assault Offenses,Intimidation,45.521672292,-122.602766873,1/24/2021,1
5900 BLOCK OF SE ASH ST,21-35906,Person,Mt Tabor,2/8/2021,1542,Assault Offenses,Intimidation,45.521672292,-122.602766873,2/8/2021,1
5900 BLOCK OF SE BROOKLYN ST,21-904826,Property,South Tabor,3/11/2021,2330,Burglary,Burglary,45.500874277,-122.601645792,3/12/2021,1
5900 BLOCK OF SE FRANCIS ST,21-902269,Property,Foster-Powell,1/25/2021,1200,Fraud Offenses,Identity Theft,45.494627903,-122.602198819,2/4/2021,1
5900 BLOCK OF SE GLADSTONE ST,21-14120,Property,Foster-Powell,1/15/2021,2330,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.493167641,-122.602234505,1/16/2021,1
5900 BLOCK OF SE HOLGATE BLVD,21-65395,Property,Creston-Kenilworth,3/11/2021,0100,Motor Vehicle Theft,Motor Vehicle Theft,45.490319696,-122.601937982,3/11/2021,1
5900 BLOCK OF SE KELLY ST,21-905294,Property,South Tabor,3/14/2021,0500,Larceny Offenses,All Other Larceny,45.499537803,-122.601214004,3/16/2021,1
5900 BLOCK OF SE MILWAUKIE AVE,21-904802,Property,Sellwood-Moreland,3/11/2021,0200,Larceny Offenses,All Other Larceny,45.479181853,-122.649438177,3/11/2021,1
5900 BLOCK OF SE MILWAUKIE AVE,21-904805,Property,Sellwood-Moreland,3/11/2021,0310,Larceny Offenses,Theft From Building,45.479181853,-122.649438177,3/11/2021,1
5900 BLOCK OF SW 30TH AVE,21-901205,Property,Hillsdale,1/7/2021,0810,Larceny Offenses,All Other Larceny,45.481174365,-122.707682055,1/19/2021,1
5900 BLOCK OF SW KARLA CT,21-16168,Property,Hayhurst,1/17/2021,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.480699415,-122.708552863,1/18/2021,1
6000 BLOCK OF N DENVER AVE,21-904483,Property,Arbor Lodge,3/7/2021,2250,Larceny Offenses,Theft From Motor Vehicle,45.566654492,-122.687426857,3/8/2021,1
6000 BLOCK OF N DENVER AVE,21-905962,Property,Arbor Lodge,3/28/2021,2300,Vandalism,Vandalism,45.566654492,-122.687426857,3/29/2021,1
6000 BLOCK OF N INTERSTATE AVE,21-52334,Property,Arbor Lodge,1/13/2021,1200,Larceny Offenses,Theft From Motor Vehicle,45.566772836,-122.682353421,2/26/2021,1
6000 BLOCK OF N INTERSTATE AVE,21-78406,Property,Arbor Lodge,3/23/2021,0600,Larceny Offenses,Theft From Motor Vehicle,45.566772836,-122.682353421,3/24/2021,1
6000 BLOCK OF N INTERSTATE AVE,21-80862,Property,Arbor Lodge,3/26/2021,1842,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.566772836,-122.682353421,3/26/2021,1
6000 BLOCK OF N INTERSTATE AVE,21-84382,Property,Arbor Lodge,3/29/2021,1900,Burglary,Burglary,45.566772836,-122.682353421,3/30/2021,1
6000 BLOCK OF N INTERSTATE AVE,21-900274,Property,Arbor Lodge,12/28/2020,1950,Larceny Offenses,Theft From Building,45.566772836,-122.682353421,1/7/2021,1
6000 BLOCK OF N INTERSTATE AVE,21-905629,Property,Arbor Lodge,3/23/2021,2230,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.566772836,-122.682353421,3/24/2021,1
6000 BLOCK OF N INTERSTATE AVE,21-905802,Property,Arbor Lodge,3/24/2021,0800,Larceny Offenses,Theft From Motor Vehicle,45.566772836,-122.682353421,3/26/2021,1
6000 BLOCK OF N INTERSTATE AVE,21-906128,Property,Arbor Lodge,3/29/2021,1730,Burglary,Burglary,45.566772836,-122.682353421,3/30/2021,1
6000 BLOCK OF N INTERSTATE AVE,21-906168,Property,Arbor Lodge,3/29/2021,1205,Burglary,Burglary,45.566772836,-122.682353421,3/31/2021,1
6000 BLOCK OF N MINNESOTA AVE,21-17389,Property,Arbor Lodge,1/5/2021,1200,Burglary,Burglary,45.566706235,-122.679210320,1/19/2021,1
6000 BLOCK OF N MONTANA AVE,21-906193,Property,Arbor Lodge,3/31/2021,0530,Vandalism,Vandalism,45.566722488,-122.680089826,3/31/2021,1
6000 BLOCK OF N WILBUR AVE,21-902829,Property,Arbor Lodge,2/10/2021,0224,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.566660090,-122.693614419,2/10/2021,1
6000 BLOCK OF NE 14TH AVE,21-81797,Property,Woodlawn,3/27/2021,1626,Motor Vehicle Theft,Motor Vehicle Theft,45.566734095,-122.651063855,3/27/2021,1
6000 BLOCK OF NE 18TH AVE,21-904096,Property,Woodlawn,3/2/2021,0910,Larceny Offenses,Theft From Motor Vehicle,45.566714874,-122.646953906,3/2/2021,1
6000 BLOCK OF NE 41ST AVE,21-903629,Property,Concordia,2/17/2021,1823,Larceny Offenses,All Other Larceny,45.566772708,-122.621664177,2/24/2021,1
6000 BLOCK OF NE 60TH AVE,21-902327,Property,Cully,1/22/2021,0955,Burglary,Burglary,45.566769520,-122.600766647,2/2/2021,1
6000 BLOCK OF NE 78TH CT,21-901229,Property,Cully,1/19/2021,0935,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.567393316,-122.582610865,1/19/2021,1
6000 BLOCK OF NE 78TH CT,21-905088,Property,Cully,3/17/2021,2315,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.567393316,-122.582610865,3/18/2021,1
6000 BLOCK OF NE 112TH AVE,21-45340,Property,Parkrose,2/19/2021,1102,Larceny Offenses,Theft From Building,45.566220860,-122.547371198,2/19/2021,1
6000 BLOCK OF NE 112TH AVE,21-900681,Property,Parkrose,1/8/2021,1800,Vandalism,Vandalism,45.566220860,-122.547371198,1/11/2021,1
6000 BLOCK OF NE 112TH AVE,21-902683,Property,Parkrose,2/6/2021,0835,Larceny Offenses,All Other Larceny,45.566220860,-122.547371198,2/8/2021,1
6000 BLOCK OF NE 112TH AVE,21-904559,Property,Parkrose,2/24/2021,1530,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.566220860,-122.547371198,3/8/2021,1
6000 BLOCK OF NE COLUMBIA BLVD,21-18895,Property,Cully,1/20/2021,1400,Motor Vehicle Theft,Motor Vehicle Theft,45.568766070,-122.600207777,1/21/2021,1
6000 BLOCK OF NE COLUMBIA BLVD,21-59194,Property,Cully,3/5/2021,0657,Larceny Offenses,Shoplifting,45.568680507,-122.600235859,3/5/2021,1
6000 BLOCK OF NE COLUMBIA BLVD,21-902177,Property,Cully,2/1/2021,1805,Larceny Offenses,Theft From Motor Vehicle,45.568680507,-122.600235859,2/1/2021,1
6000 BLOCK OF NE COLUMBIA BLVD,21-902178,Property,Cully,2/1/2021,1315,Vandalism,Vandalism,45.568680507,-122.600235859,2/1/2021,1
6000 BLOCK OF NE DAVIS ST,21-84341,Property,North Tabor,3/28/2021,0000,Larceny Offenses,All Other Larceny,45.524212405,-122.601592433,3/30/2021,1
6000 BLOCK OF NE GLISAN ST,21-12611,Property,North Tabor,1/14/2021,1301,Vandalism,Vandalism,45.526531391,-122.601557272,1/14/2021,1
6000 BLOCK OF NE GLISAN ST,21-800439,Property,North Tabor,2/19/2021,0010,Arson,Arson,45.526531391,-122.601557272,2/19/2021,1
6000 BLOCK OF NE GLISAN ST,21-800439,Property,North Tabor,2/19/2021,0010,Vandalism,Vandalism,45.526531391,-122.601557272,2/19/2021,1
6000 BLOCK OF NE KILLINGSWORTH ST,21-39471,Property,Cully,2/12/2021,0130,Larceny Offenses,All Other Larceny,45.562701212,-122.600444161,2/12/2021,1
6000 BLOCK OF NE KILLINGSWORTH ST,21-39471,Property,Cully,2/12/2021,0130,Vandalism,Vandalism,45.562701212,-122.600444161,2/12/2021,1
6000 BLOCK OF NE MASON ST,21-40984,Property,Cully,2/14/2021,0830,Motor Vehicle Theft,Motor Vehicle Theft,45.552427578,-122.600837102,2/14/2021,1
6000 BLOCK OF NE PRESCOTT ST,21-800444,Property,Cully,2/21/2021,1454,Arson,Arson,45.555498353,-122.600497777,2/21/2021,1
6000 BLOCK OF NE WIN SIVERS DR,21-8260,Property,Parkrose,1/9/2021,2021,Larceny Offenses,All Other Larceny,45.567053291,-122.537730000,1/9/2021,1
6000 BLOCK OF NE WIN SIVERS DR,21-49093,Property,Parkrose,2/23/2021,0940,Larceny Offenses,Theft From Motor Vehicle,45.567053291,-122.537730000,2/23/2021,1
6000 BLOCK OF NE WIN SIVERS DR,21-905069,Property,Parkrose,2/25/2021,1454,Larceny Offenses,Shoplifting,45.567053291,-122.537730000,3/18/2021,1
6000 BLOCK OF NW SALTZMAN RD,21-905891,Property,Linnton,3/27/2021,0915,Larceny Offenses,Theft From Motor Vehicle,45.562565195,-122.749775443,3/27/2021,1
6000 BLOCK OF SE 55TH AVE,21-44242,Person,Woodstock,2/18/2021,0636,Assault Offenses,Intimidation,45.479006026,-122.606819602,2/18/2021,1
6000 BLOCK OF SE 69TH AVE,21-905328,Property,Mt Scott-Arleta,3/16/2021,1028,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.479110572,-122.591948807,3/19/2021,1
6000 BLOCK OF SE 87TH AVE,21-79926,Property,Lents,3/25/2021,1930,Motor Vehicle Theft,Motor Vehicle Theft,45.479010571,-122.573412368,3/25/2021,1
6000 BLOCK OF SE 90TH AVE,21-73268,Property,Lents,3/19/2021,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.478950413,-122.570512492,3/19/2021,1
6000 BLOCK OF SE 90TH AVE,21-902367,Property,Lents,2/2/2021,1215,Vandalism,Vandalism,45.478953648,-122.570637409,2/2/2021,1
6000 BLOCK OF SE 99TH AVE,21-21274,Property,Lents,1/13/2021,0001,Larceny Offenses,Theft From Motor Vehicle,45.478565475,-122.561715801,1/23/2021,1
6000 BLOCK OF SE 100TH AVE,21-901508,Property,Lents,1/22/2021,1050,Fraud Offenses,Identity Theft,45.478854756,-122.560731809,1/22/2021,1
6000 BLOCK OF SE 101ST AVE,21-906092,Property,Lents,3/30/2021,1020,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.478740842,-122.559740992,3/30/2021,1
6000 BLOCK OF SE 128TH AVE,21-906103,Property,Pleasant Valley,3/18/2021,1139,Larceny Offenses,All Other Larceny,45.478380310,-122.532089315,3/30/2021,1
6000 BLOCK OF SE BELMONT ST,21-42511,Property,Mt Tabor,2/12/2021,1700,Burglary,Burglary,45.516713999,-122.601599809,2/16/2021,1
6000 BLOCK OF SE BELMONT ST,21-50191,Property,Mt Tabor,2/24/2021,1130,Larceny Offenses,Theft From Building,45.516801878,-122.601595256,2/24/2021,1
6000 BLOCK OF SE BUSH ST,21-902466,Property,Foster-Powell,2/1/2021,1700,Larceny Offenses,All Other Larceny,45.495211612,-122.601186621,2/3/2021,1
6000 BLOCK OF SE POWELL BLVD,21-47649,Property,South Tabor,2/21/2021,2030,Larceny Offenses,Theft From Motor Vehicle,45.497509688,-122.600795670,2/21/2021,1
6000 BLOCK OF SE POWELL BLVD,21-69065,Property,South Tabor,3/14/2021,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.497509688,-122.600795670,3/14/2021,1
6000 BLOCK OF SE TOLMAN ST,21-77101,Person,Mt Scott-Arleta,3/22/2021,2130,Assault Offenses,Aggravated Assault,45.477420749,-122.601250256,3/22/2021,2
6000 BLOCK OF SW 18TH DR,21-23667,Property,Hillsdale,1/26/2021,1030,Larceny Offenses,All Other Larceny,45.479547356,-122.697096152,1/26/2021,1
6000 BLOCK OF SW BEAVERTON HILLSDALE HWY,21-10902,Property,Bridlemile,12/24/2020,0800,Larceny Offenses,All Other Larceny,45.487107960,-122.739477318,1/12/2021,1
6000 BLOCK OF SW BEAVERTON HILLSDALE HWY,21-904176,Property,Hayhurst,3/2/2021,1800,Vandalism,Vandalism,45.487020076,-122.739481656,3/3/2021,1
6000 BLOCK OF SW SALMON ST,21-902822,Property,Sylvan-Highlands,2/3/2021,1215,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.514504412,-122.739187942,2/10/2021,1
6000 BLOCK OF SW TEXAS CT,21-47979,Property,Maplewood,1/6/2021,0759,Larceny Offenses,All Other Larceny,45.473434113,-122.738860453,2/22/2021,1
6000 BLOCK OF SW TEXAS CT,21-904505,Property,Maplewood,3/6/2021,2300,Larceny Offenses,Theft From Motor Vehicle,45.473521922,-122.738860012,3/8/2021,1
6100 BLOCK OF E BURNSIDE ST,21-7134,Property,Mt Tabor,1/8/2021,1659,Fraud Offenses,Credit Card/ATM Fraud,45.522820556,-122.600288045,1/8/2021,1
6100 BLOCK OF N CONCORD AVE,21-43238,Property,Arbor Lodge,2/16/2021,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.567370140,-122.683985749,2/17/2021,1
6100 BLOCK OF N DELAWARE AVE,21-46122,Property,Arbor Lodge,2/20/2021,0030,Motor Vehicle Theft,Motor Vehicle Theft,45.567250596,-122.692574766,2/20/2021,1
6100 BLOCK OF N DENVER AVE,21-901462,Property,Arbor Lodge,1/4/2021,0200,Vandalism,Vandalism,45.567280544,-122.687544744,1/21/2021,1
6100 BLOCK OF N GAY AVE,21-44894,Property,Arbor Lodge,2/18/2021,1100,Motor Vehicle Theft,Motor Vehicle Theft,45.567246820,-122.689316854,2/18/2021,1
6100 BLOCK OF N HOUGHTON ST,21-14488,Person,Portsmouth,1/16/2021,1210,Assault Offenses,Simple Assault,45.586463475,-122.728739434,1/16/2021,1
6100 BLOCK OF N HOUGHTON ST,21-14488,Property,Portsmouth,1/16/2021,1210,Burglary,Burglary,45.586463475,-122.728739434,1/16/2021,1
6100 BLOCK OF N LOMBARD ST,21-24713,Property,University Park,1/23/2021,1958,Vandalism,Vandalism,45.584640952,-122.730051048,1/27/2021,1
6100 BLOCK OF N LOMBARD ST,21-63135,Property,Portsmouth,3/9/2021,0254,Robbery,Robbery,45.584716186,-122.729991487,3/9/2021,1
6100 BLOCK OF N MARINE DR,21-32741,Property,St Johns,1/29/2021,1214,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.625921089,-122.737165466,2/5/2021,1
6100 BLOCK OF N MARINE DR,21-67303,Person,St Johns,3/13/2021,0126,Assault Offenses,Aggravated Assault,45.625921089,-122.737165466,3/13/2021,1
6100 BLOCK OF N MINNESOTA AVE,21-51233,Property,Arbor Lodge,2/24/2021,1400,Larceny Offenses,All Other Larceny,45.567345259,-122.679223147,2/25/2021,1
6100 BLOCK OF N VILLARD AVE,21-50034,Property,Arbor Lodge,2/23/2021,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.567287496,-122.697540974,2/24/2021,1
6100 BLOCK OF N WILLAMETTE BLVD,21-15404,Property,University Park,1/16/2021,2145,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.578567975,-122.734496805,1/17/2021,1
6100 BLOCK OF N WILLAMETTE BLVD,21-15404,Property,University Park,1/16/2021,2145,Vandalism,Vandalism,45.578567975,-122.734496805,1/17/2021,1
6100 BLOCK OF NE 9TH AVE,21-904384,Property,Woodlawn,2/12/2021,0945,Fraud Offenses,Identity Theft,45.567403442,-122.656050052,3/6/2021,1
6100 BLOCK OF NE 10TH AVE,21-60639,Person,Woodlawn,3/6/2021,1500,Assault Offenses,Intimidation,45.567364270,-122.654919684,3/6/2021,1
6100 BLOCK OF NE 10TH AVE,21-60639,Property,Woodlawn,3/6/2021,1500,Burglary,Burglary,45.567364270,-122.654919684,3/6/2021,1
6100 BLOCK OF NE 17TH AVE,21-902593,Property,Woodlawn,2/7/2021,0416,Larceny Offenses,All Other Larceny,45.567404148,-122.647948715,2/7/2021,1
6100 BLOCK OF NE 19TH AVE,21-69460,Property,Woodlawn,3/7/2021,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.567394898,-122.646092946,3/15/2021,1
6100 BLOCK OF NE 27TH AVE,21-904487,Property,Concordia,3/3/2021,1344,Larceny Offenses,All Other Larceny,45.567434431,-122.638079035,3/8/2021,1
6100 BLOCK OF NE 46TH AVE,21-4795,Property,Cully,1/6/2021,0300,Larceny Offenses,Theft From Motor Vehicle,45.567303642,-122.615481139,1/6/2021,1
6100 BLOCK OF NE 92ND DR,21-16203,Property,,1/18/2021,1003,Burglary,Burglary,45.567259008,-122.567856702,1/18/2021,1
6100 BLOCK OF NE 92ND DR,21-49117,Property,,2/23/2021,0000,Burglary,Burglary,45.567259008,-122.567856702,2/23/2021,1
6100 BLOCK OF NE 92ND DR,21-50811,Property,,2/25/2021,0040,Burglary,Burglary,45.567259008,-122.567856702,2/25/2021,1
6100 BLOCK OF NE 92ND DR,21-67476,Property,,3/13/2021,0130,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.567259008,-122.567856702,3/13/2021,1
6100 BLOCK OF NE 112TH AVE,21-900268,Property,Parkrose,1/2/2021,1125,Larceny Offenses,Theft From Motor Vehicle,45.567005559,-122.547368267,1/5/2021,1
6100 BLOCK OF NE 112TH AVE,21-901601,Property,Parkrose,1/23/2021,1700,Larceny Offenses,Theft From Motor Vehicle,45.567005559,-122.547368267,1/23/2021,1
6100 BLOCK OF NE 112TH AVE,21-902209,Property,Parkrose,1/29/2021,2015,Larceny Offenses,Theft From Motor Vehicle,45.567005559,-122.547368267,2/1/2021,1
6100 BLOCK OF NE 112TH AVE,21-905679,Property,Parkrose,3/14/2021,0105,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.567005559,-122.547368267,3/24/2021,1
6100 BLOCK OF NE BROADWAY,21-19009,Person,Rose City Park,1/19/2021,2100,Assault Offenses,Intimidation,45.534995190,-122.600067029,1/21/2021,1
6100 BLOCK OF NE CLACKAMAS ST,21-902418,Property,Rose City Park,2/3/2021,0100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.533043805,-122.600705318,2/3/2021,1
6100 BLOCK OF NE EMERSON ST,21-18784,Property,Cully,1/21/2021,0231,Motor Vehicle Theft,Motor Vehicle Theft,45.561607387,-122.599645965,1/21/2021,1
6100 BLOCK OF NE FAILING ST,21-903882,Property,Cully,2/27/2021,2345,Larceny Offenses,All Other Larceny,45.551027820,-122.599965242,2/27/2021,1
6100 BLOCK OF NE MARTIN LUTHER KING JR BLVD,21-7198,Property,Piedmont,1/8/2021,1809,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.567139978,-122.661461768,1/8/2021,1
6100 BLOCK OF NE PRESCOTT ST,21-904841,Property,Cully,3/12/2021,1300,Fraud Offenses,Identity Theft,45.555406539,-122.599666463,3/12/2021,1
6100 BLOCK OF NE SACRAMENTO ST,21-901762,Property,Rose City Park,1/8/2021,1900,Fraud Offenses,Identity Theft,45.540070435,-122.599938564,1/25/2021,1
6100 BLOCK OF NE SIMPSON ST,21-905733,Property,Cully,3/17/2021,1500,Fraud Offenses,Identity Theft,45.565150611,-122.599726314,3/24/2021,1
6100 BLOCK OF NE WASCO ST,21-61628,Property,Rose City Park,3/6/2021,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.532269921,-122.600715717,3/7/2021,1
6100 BLOCK OF NE WASCO ST,21-904298,Property,Rose City Park,3/1/2021,0505,Larceny Offenses,Theft From Motor Vehicle,45.532357728,-122.600715063,3/5/2021,1
6100 BLOCK OF NW ST HELENS RD,21-82859,Property,Linnton,3/28/2021,1816,Burglary,Burglary,45.565282178,-122.748195735,3/28/2021,1
6100 BLOCK OF S HOOD AVE,21-18538,Property,South Portland,1/17/2021,1200,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.479563339,-122.674783951,1/20/2021,1
6100 BLOCK OF S MACADAM AVE,21-17532,Property,South Portland,1/19/2021,1718,Larceny Offenses,Shoplifting,45.479565414,-122.672935361,1/19/2021,1
6100 BLOCK OF S MACADAM AVE,21-900761,Property,South Portland,1/7/2021,1418,Larceny Offenses,Shoplifting,45.479565414,-122.672935361,1/12/2021,1
6100 BLOCK OF S RIVERPOINT LN,21-901773,Property,South Portland,1/24/2021,1900,Larceny Offenses,Theft From Motor Vehicle,45.479189516,-122.671485744,1/26/2021,1
6100 BLOCK OF SE 19TH AVE,21-903522,Property,Sellwood-Moreland,10/31/2020,2210,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.478271398,-122.646334420,2/22/2021,1
