Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,ReportDate,OffenseCount
NE FREMONT ST / NE 79TH AVE,21-906200,Property,Roseway,3/30/2021,1350,Vandalism,Vandalism,45.548167571,-122.581792117,3/31/2021,1
NE FREMONT ST / NE FREMONT DR,21-27483,Society,Madison South,1/30/2021,1757,Weapon Law Violations,Weapons Law Violations,45.548132834,-122.577038780,1/30/2021,1
NE GARFIELD AVE / NE FAILING ST,21-905539,Property,King,3/19/2021,2300,Larceny Offenses,Theft From Motor Vehicle,45.550798730,-122.662639580,3/22/2021,1
NE GLISAN ST / NE 15TH AVE,21-680064,Property,Kerns,1/20/2021,1555,Vandalism,Vandalism,45.526568928,-122.650541322,1/20/2021,1
NE GLISAN ST / NE 19TH AVE,21-63967,Property,Kerns,3/4/2021,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.526557040,-122.646481398,3/9/2021,1
NE GLISAN ST / NE 29TH AVE,21-905810,Property,Kerns,3/26/2021,1055,Vandalism,Vandalism,45.526463382,-122.635899849,3/26/2021,1
NE GLISAN ST / NE 52ND AVE,21-902137,Property,North Tabor,1/30/2021,0500,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.526505235,-122.610170847,1/30/2021,1
NE GLISAN ST / NE 62ND AVE,21-905046,Property,North Tabor,3/19/2021,0400,Vandalism,Vandalism,45.526484291,-122.599631214,3/19/2021,1
NE GLISAN ST / NE 82ND AVE,21-901802,Property,Montavilla,1/15/2021,1700,Counterfeiting/Forgery,Counterfeiting/Forgery,45.526422457,-122.579039255,1/26/2021,1
NE GLISAN ST / NE 82ND AVE,21-901819,Property,Montavilla,1/15/2021,1715,Counterfeiting/Forgery,Counterfeiting/Forgery,45.526422457,-122.579039255,1/26/2021,1
NE GLISAN ST / NE 99TH AVE,21-49643,Property,Hazelwood,2/23/2021,2058,Vandalism,Vandalism,45.526296527,-122.561969751,2/23/2021,1
NE GLISAN ST / NE 102ND AVE,21-16969,Person,Hazelwood,1/19/2021,0302,Assault Offenses,Aggravated Assault,45.526268953,-122.558151412,1/19/2021,1
NE GLISAN ST / NE 102ND AVE,21-903933,Property,Hazelwood,2/28/2021,1600,Fraud Offenses,Credit Card/ATM Fraud,45.526268953,-122.558151412,2/28/2021,1
NE GLISAN ST / NE 103RD AVE,21-39159,Society,Hazelwood,2/11/2021,2322,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.526269196,-122.557218555,2/12/2021,1
NE GLISAN ST / NE 113TH AVE,21-33641,Society,Hazelwood,2/6/2021,0146,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.526278900,-122.546688075,2/6/2021,1
NE GLISAN ST / NE 122ND AVE,21-22943,Person,Hazelwood,1/25/2021,1649,Assault Offenses,Simple Assault,45.526292331,-122.537750258,1/25/2021,1
NE GLISAN ST / NE 122ND AVE,21-55307,Person,Hazelwood,3/1/2021,1429,Assault Offenses,Simple Assault,45.526292331,-122.537750258,3/1/2021,1
NE GLISAN ST / NE 122ND AVE,21-902143,Property,Hazelwood,1/1/2020,1400,Fraud Offenses,Identity Theft,45.526292331,-122.537750258,1/31/2021,1
NE GLISAN ST / NE 122ND AVE,21-904352,Property,Hazelwood,3/4/2021,1430,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.526292331,-122.537750258,3/5/2021,1
NE GRAND AVE / E BURNSIDE ST,21-800456,Property,Kerns,2/20/2021,0514,Arson,Arson,45.522929447,-122.660707653,2/20/2021,1
NE GRAND AVE / NE ALBERTA ST,21-77150,Property,King,3/22/2021,2205,Motor Vehicle Theft,Motor Vehicle Theft,45.559119820,-122.660468867,3/22/2021,1
NE GRAND AVE / NE CLACKAMAS ST,21-18390,Person,Lloyd,1/20/2021,1630,Assault Offenses,Aggravated Assault,45.532928452,-122.660647110,1/20/2021,1
NE GRAND AVE / NE CLACKAMAS ST,21-18390,Person,Lloyd,1/20/2021,1630,Assault Offenses,Simple Assault,45.532928452,-122.660647110,1/20/2021,1
NE GRAND AVE / NE COUCH ST,21-900266,Property,Kerns,1/4/2021,2000,Vandalism,Vandalism,45.523642874,-122.660703578,1/5/2021,1
NE GRAND AVE / NE DAVIS ST,21-905672,Property,Kerns,3/23/2021,0250,Larceny Offenses,Theft From Motor Vehicle,45.524356301,-122.660699503,3/24/2021,1
NE GRAND AVE / NE MULTNOMAH ST,21-57826,Person,Lloyd,3/3/2021,2005,Assault Offenses,Simple Assault,45.531510046,-122.660643873,3/3/2021,1
NE GRAND AVE / NE WASCO ST,21-81532,Property,Lloyd,3/27/2021,1201,Robbery,Robbery,45.532217768,-122.660651291,3/27/2021,1
NE GRAND AVE / NE WASCO ST,21-905819,Property,Lloyd,3/26/2021,0125,Larceny Offenses,Theft From Motor Vehicle,45.532217768,-122.660651291,3/26/2021,1
NE GRAND AVE / NE WEIDLER ST,21-41095,Person,Lloyd,2/14/2021,1459,Assault Offenses,Simple Assault,45.534355375,-122.660635056,2/14/2021,1
NE HALSEY ST / NE 25TH AVE,21-904138,Property,Sullivan's Gulch,3/2/2021,2045,Vandalism,Vandalism,45.533759797,-122.640117242,3/3/2021,1
NE HALSEY ST / NE 35TH AVE,21-903876,Property,Laurelhurst,2/27/2021,1800,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.533736081,-122.628244847,2/27/2021,1
NE HALSEY ST / NE 41ST AVE,21-71228,Property,Hollywood,3/13/2021,2345,Larceny Offenses,All Other Larceny,45.533793175,-122.621298211,3/17/2021,1
NE HALSEY ST / NE 41ST AVE,21-905240,Property,Hollywood,3/15/2021,1600,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.533793175,-122.621298211,3/16/2021,1
NE HALSEY ST / NE 45TH AVE,21-900311,Property,Hollywood,1/5/2021,1530,Vandalism,Vandalism,45.533774676,-122.616944785,1/5/2021,1
NE HALSEY ST / NE 60TH AVE,21-902838,Property,Rose City Park,2/8/2021,0845,Larceny Offenses,All Other Larceny,45.533707994,-122.601592630,2/10/2021,1
NE HALSEY ST / NE 60TH AVE,21-905355,Property,Rose City Park,3/19/2021,1545,Larceny Offenses,All Other Larceny,45.533707994,-122.601592630,3/19/2021,1
NE HALSEY ST / NE 103RD AVE,21-900625,Property,Parkrose Heights,1/10/2021,1100,Vandalism,Vandalism,45.533530472,-122.556810258,1/10/2021,1
NE HALSEY ST / NE 109TH AVE,21-901884,Property,Parkrose Heights,10/30/2020,2040,Larceny Offenses,Shoplifting,45.533477030,-122.550281342,1/27/2021,1
NE HANCOCK ST / NE 17TH AVE,21-906051,Property,Irvington,3/28/2021,1100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.536454991,-122.648448518,3/30/2021,1
NE HANCOCK ST / NE 59TH AVE,21-5036,Property,Rose City Park,1/6/2021,1210,Larceny Offenses,Theft From Motor Vehicle,45.536550929,-122.602611412,1/6/2021,1
NE HANCOCK ST / NE VICTORIA AVE,21-903914,Property,Eliot,2/26/2021,1215,Vandalism,Vandalism,45.536512678,-122.665694825,2/28/2021,1
NE HOLLADAY ST / NE 9TH AVE,21-80309,Property,Lloyd,3/25/2021,1800,Larceny Offenses,Theft From Motor Vehicle,45.530039056,-122.656574996,3/26/2021,1
NE HOLLADAY ST / NE 9TH AVE,21-80309,Property,Lloyd,3/25/2021,1800,Vandalism,Vandalism,45.530039056,-122.656574996,3/26/2021,1
NE HOLLADAY ST / NE 9TH AVE,21-900593,Property,Lloyd,1/7/2021,1800,Larceny Offenses,Theft From Motor Vehicle,45.530039056,-122.656574996,1/9/2021,1
NE HOYT ST / NE 45TH AVE,21-903311,Property,North Tabor,2/18/2021,2100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.527336048,-122.616166042,2/19/2021,1
NE HOYT ST / NE 104TH AVE,21-900105,Property,Hazelwood,12/23/2020,0000,Larceny Offenses,Theft From Motor Vehicle,45.527171039,-122.556189544,1/3/2021,1
NE HOYT ST / NE GRAND AVE,21-905436,Property,Lloyd,3/21/2021,1915,Larceny Offenses,Theft From Motor Vehicle,45.527267655,-122.660681492,3/22/2021,1
NE HOYT ST / NE RANDALL AVE,21-900644,Property,Kerns,1/10/2021,1200,Vandalism,Vandalism,45.528018598,-122.637988141,1/10/2021,1
NE HOYT ST / NE RANDALL AVE,21-900654,Property,Kerns,12/27/2020,0000,Larceny Offenses,Theft From Motor Vehicle,45.528018598,-122.637988141,1/11/2021,1
NE IRVING ST / NE 16TH AVE,21-10382,Property,Kerns,1/11/2021,2300,Motor Vehicle Theft,Motor Vehicle Theft,45.527924498,-122.649503612,1/12/2021,1
NE IRVING ST / NE 16TH AVE,21-680070,Property,Kerns,1/20/2021,1610,Arson,Arson,45.527924498,-122.649503612,1/20/2021,1
NE IRVING ST / NE 16TH AVE,21-680070,Property,Kerns,1/20/2021,1610,Vandalism,Vandalism,45.527924498,-122.649503612,1/20/2021,1
NE IRVING ST / NE 99TH AVE,21-902864,Property,Hazelwood,2/8/2021,1645,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.527717958,-122.561955020,2/10/2021,1
NE IRVING ST / NE GRAND AVE,21-902063,Property,Lloyd,1/29/2021,1735,Larceny Offenses,Theft From Motor Vehicle,45.527953665,-122.660676373,1/29/2021,1
NE IVY ST / NE MARTIN LUTHER KING JR BLVD,21-42096,Society,Eliot,2/15/2021,2208,Weapon Law Violations,Weapons Law Violations,45.547899205,-122.661591931,2/15/2021,1
NE IVY ST / NE MARTIN LUTHER KING JR BLVD,21-81569,Property,Eliot,3/20/2021,1430,Motor Vehicle Theft,Motor Vehicle Theft,45.547899205,-122.661591931,3/27/2021,1
NE JESSUP ST / NE CLEVELAND AVE,21-905165,Property,Humboldt,3/19/2021,0430,Vandalism,Vandalism,45.563880608,-122.665833317,3/19/2021,1
NE KILLINGSWORTH ST / I205 FWY NB,21-9460,Property,Parkrose,1/11/2021,0702,Motor Vehicle Theft,Motor Vehicle Theft,45.560649565,-122.563136127,1/11/2021,1
NE KILLINGSWORTH ST / NE 8TH AVE,21-25615,Property,King,1/28/2021,1526,Motor Vehicle Theft,Motor Vehicle Theft,45.562734334,-122.657923188,1/28/2021,1
NE KILLINGSWORTH ST / NE 33RD AVE,21-57343,Property,Concordia,3/3/2021,1247,Robbery,Robbery,45.562713227,-122.630659754,3/3/2021,1
NE KILLINGSWORTH ST / NE 33RD AVE,21-63760,Property,Concordia,3/9/2021,1500,Larceny Offenses,All Other Larceny,45.562713227,-122.630659754,3/9/2021,1
NE KILLINGSWORTH ST / NE 42ND AVE,21-45385,Property,Concordia,2/18/2021,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.562800886,-122.620425936,2/19/2021,1
NE KILLINGSWORTH ST / NE 42ND AVE,21-900542,Property,Concordia,1/6/2021,1725,Larceny Offenses,Theft From Motor Vehicle,45.562800886,-122.620425936,1/8/2021,1
NE KILLINGSWORTH ST / NE 72ND AVE,21-36194,Person,Cully,2/8/2021,2307,Assault Offenses,Aggravated Assault,45.562662456,-122.588866070,2/9/2021,1
NE KILLINGSWORTH ST / NE 72ND AVE,21-36194,Society,Cully,2/8/2021,2307,Weapon Law Violations,Weapons Law Violations,45.562662456,-122.588866070,2/9/2021,1
NE KILLINGSWORTH ST / NE 72ND AVE,21-60132,Society,Cully,3/6/2021,0319,Weapon Law Violations,Weapons Law Violations,45.562662456,-122.588866070,3/6/2021,1
NE KILLINGSWORTH ST / NE 82ND AVE,21-42500,Person,Sumner,2/16/2021,1153,Assault Offenses,Aggravated Assault,45.562674188,-122.577617967,2/16/2021,1
NE KILLINGSWORTH ST / NE 82ND AVE,21-50304,Property,Sumner,2/15/2021,1000,Vandalism,Vandalism,45.562674188,-122.577617967,2/24/2021,1
NE KNOTT ST / NE 30TH AVE,21-61452,Property,Alameda,3/7/2021,1100,Robbery,Robbery,45.542038788,-122.635021825,3/7/2021,1
NE KNOTT ST / NE BRAZEE ST,21-906052,Property,Wilkes,3/29/2021,2330,Larceny Offenses,Theft From Motor Vehicle,45.541455812,-122.506877486,3/30/2021,1
NE LEBECK LN / NE SUNDERLAND AVE,21-25962,Person,Sunderland,1/28/2021,2200,Assault Offenses,Aggravated Assault,45.590660732,-122.635766009,1/28/2021,1
NE LOMBARD ST / NE 29TH AVE,21-71313,Person,Concordia,3/17/2021,0010,Assault Offenses,Aggravated Assault,45.573518014,-122.635956584,3/17/2021,1
NE MALLORY AVE / NE LOMBARD ST,21-906057,Property,Piedmont,3/25/2021,1110,Larceny Offenses,Theft From Motor Vehicle,45.577214783,-122.663345904,3/25/2021,1
NE MARINE DR / NE BRIDGETON RD,21-904401,Property,Bridgeton,3/6/2021,0100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.600807183,-122.654564808,3/6/2021,1
NE MARTIN LUTHER KING JR BLVD / NE ALBERTA ST,21-15620,Property,King,1/17/2021,1724,Vandalism,Vandalism,45.559122315,-122.661503944,1/17/2021,1
NE MARTIN LUTHER KING JR BLVD / NE BROADWAY,21-85093,Property,Eliot,3/30/2021,2218,Vandalism,Vandalism,45.535079885,-122.661646426,3/30/2021,1
NE MARTIN LUTHER KING JR BLVD / NE COUCH ST,21-901711,Property,Kerns,1/25/2021,0700,Vandalism,Vandalism,45.523644927,-122.661761412,1/25/2021,1
NE MARTIN LUTHER KING JR BLVD / NE DEKUM ST,21-10099,Property,Piedmont,1/11/2021,2217,Vandalism,Vandalism,45.571792294,-122.661361671,1/11/2021,1
NE MARTIN LUTHER KING JR BLVD / NE FREMONT ST,21-43483,Property,Boise,2/16/2021,1900,Larceny Offenses,All Other Larceny,45.548272366,-122.661590524,2/17/2021,1
NE MARTIN LUTHER KING JR BLVD / NE I5 FWY&I84 FWY RAMP,21-22041,Property,Kerns,1/22/2021,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.525264873,-122.661698188,1/24/2021,1
NE MARTIN LUTHER KING JR BLVD / NE IRVING ST,21-904086,Property,Lloyd,3/2/2021,1900,Larceny Offenses,Theft From Motor Vehicle,45.527956525,-122.661691380,3/2/2021,1
NE MARTIN LUTHER KING JR BLVD / NE JARRETT ST,21-22680,Person,King,1/25/2021,1114,Assault Offenses,Aggravated Assault,45.564847144,-122.661417382,1/25/2021,2
NE MARTIN LUTHER KING JR BLVD / NE JARRETT ST,21-902841,Property,King,1/3/2021,1830,Larceny Offenses,All Other Larceny,45.564847144,-122.661417382,2/10/2021,1
NE MARTIN LUTHER KING JR BLVD / NE KILLINGSWORTH ST,21-4652,Property,King,1/5/2021,2254,Vandalism,Vandalism,45.562734232,-122.661434537,1/5/2021,1
NE MARTIN LUTHER KING JR BLVD / NE KILLINGSWORTH ST,21-800217,Property,King,1/5/2021,2324,Arson,Arson,45.562734232,-122.661434537,1/5/2021,1
NE MARTIN LUTHER KING JR BLVD / NE MASON ST,21-901063,Property,King,1/11/2021,2300,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.553315959,-122.661548332,1/12/2021,1
NE MARTIN LUTHER KING JR BLVD / NE MASON ST,21-903187,Property,King,2/18/2021,0910,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.553315959,-122.661548332,2/18/2021,1
NE MARTIN LUTHER KING JR BLVD / NE MULTNOMAH ST,21-904168,Property,Lloyd,3/2/2021,2335,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.531512614,-122.661674547,3/3/2021,1
NE MARTIN LUTHER KING JR BLVD / NE MULTNOMAH ST,21-904525,Property,Lloyd,3/8/2021,1720,Larceny Offenses,Theft From Motor Vehicle,45.531512614,-122.661674547,3/8/2021,1
NE MARTIN LUTHER KING JR BLVD / NE SACRAMENTO ST,21-66515,Property,Eliot,3/12/2021,0935,Vandalism,Vandalism,45.539953220,-122.661613381,3/12/2021,1
NE MARX ST / NE 105TH AVE,21-803646,Property,Parkrose,1/28/2021,1328,Arson,Arson,45.561571584,-122.554698330,1/28/2021,1
NE MASON ST / NE 72ND AVE,21-901059,Property,Roseway,1/15/2021,1626,Vandalism,Vandalism,45.552464236,-122.589189685,1/16/2021,1
NE MASON ST / NE 76TH AVE,21-900342,Property,Roseway,1/5/2021,1900,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.552437782,-122.584752584,1/5/2021,1
NE MASON ST / NE MALLORY AVE,21-902082,Property,King,12/4/2020,1240,Larceny Offenses,All Other Larceny,45.553322855,-122.663661307,1/30/2021,1
NE MCCONNELL RD / NE 33RD DR,21-13806,Person,Sunderland,1/15/2021,1719,Assault Offenses,Aggravated Assault,45.592691010,-122.633990144,1/15/2021,1
NE MULTNOMAH ST / NE 1ST AVE,21-903580,Property,Lloyd,2/23/2021,1600,Larceny Offenses,Theft From Motor Vehicle,45.530802085,-122.664731375,2/23/2021,1
NE MULTNOMAH ST / NE 9TH AVE,21-900141,Property,Lloyd,1/2/2021,2115,Vandalism,Vandalism,45.531490216,-122.656587182,1/3/2021,1
NE MULTNOMAH ST / NE 16TH AVE,21-901389,Property,Lloyd,1/20/2021,1600,Vandalism,Vandalism,45.531469982,-122.649466096,1/20/2021,1
NE MULTNOMAH ST / NE 76TH AVE,21-901300,Property,Montavilla,1/18/2021,1245,Larceny Offenses,All Other Larceny,45.531583685,-122.584763577,1/19/2021,1
NE MULTNOMAH ST / NE 99TH AVE,21-903310,Property,Hazelwood,2/18/2021,0730,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.531269282,-122.562349449,2/19/2021,1
NE OREGON ST / NE 21ST AVE,21-52159,Property,Kerns,2/25/2021,0500,Motor Vehicle Theft,Motor Vehicle Theft,45.528587061,-122.644438563,2/26/2021,1
NE OREGON ST / NE 29TH AVE,21-900175,Property,Kerns,1/1/2021,1000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.528606544,-122.635878990,1/4/2021,1
NE OREGON ST / NE 81ST AVE,21-8029,Person,Montavilla,1/9/2021,1532,Assault Offenses,Aggravated Assault,45.528386398,-122.580126053,1/9/2021,1
NE OREGON ST / NE 94TH AVE,21-62630,Property,Montavilla,3/5/2021,1830,Larceny Offenses,All Other Larceny,45.528748799,-122.566883400,3/8/2021,1
NE OREGON ST / NE LLOYD BLVD,21-902478,Property,Lloyd,2/3/2021,1600,Burglary,Burglary,45.528650850,-122.665761847,2/4/2021,1
NE PACIFIC ST / NE 21ST AVE,21-902577,Property,Kerns,2/7/2021,0635,Vandalism,Vandalism,45.529267003,-122.644464247,2/7/2021,1
NE PACIFIC ST / NE 30TH AVE,21-37047,Property,Kerns,2/9/2021,1500,Motor Vehicle Theft,Motor Vehicle Theft,45.529315539,-122.634488689,2/9/2021,1
NE PACIFIC ST / NE 99TH AVE,21-54294,Property,Hazelwood,2/27/2021,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.529477187,-122.561921329,2/28/2021,1
NE PRESCOTT DR / NE 131ST PL,21-61727,Property,Argay,3/7/2021,1617,Motor Vehicle Theft,Motor Vehicle Theft,45.554578337,-122.528897739,3/7/2021,1
NE PRESCOTT ST / NE 68TH AVE,21-62900,Property,Cully,3/8/2021,0145,Larceny Offenses,Theft From Motor Vehicle,45.555444444,-122.593224186,3/8/2021,1
NE PRESCOTT ST / NE 82ND AVE,21-902278,Property,Cully,2/5/2021,0726,Larceny Offenses,All Other Larceny,45.555424111,-122.578617818,2/5/2021,1
NE PRESCOTT ST / NE 83RD AVE,21-80469,Property,Sumner,3/25/2021,1145,Motor Vehicle Theft,Motor Vehicle Theft,45.555422906,-122.577621939,3/26/2021,1
NE RODNEY AVE / NE ROSA PARKS WAY,21-903272,Property,Piedmont,2/14/2021,0000,Fraud Offenses,Credit Card/ATM Fraud,45.569964216,-122.664323346,2/14/2021,1
NE RODNEY AVE / NE TILLAMOOK ST,21-35758,Person,Eliot,2/8/2021,1245,Assault Offenses,Simple Assault,45.538033986,-122.664167784,2/8/2021,1
NE ROSA PARKS WAY / NE MARTIN LUTHER KING JR BLVD,21-900227,Property,Piedmont,12/24/2020,1052,Larceny Offenses,All Other Larceny,45.569975704,-122.661378401,1/4/2021,1
NE ROSA PARKS WAY / NE MARTIN LUTHER KING JR BLVD,21-903255,Property,Piedmont,2/8/2021,1525,Larceny Offenses,Theft From Building,45.569975704,-122.661378401,2/13/2021,1
NE RUSSELL ST / NE 84TH AVE,21-906172,Property,Madison South,3/29/2021,2200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.540877618,-122.576347728,3/31/2021,1
NE SANDY BLVD / I205 FWY NB,21-56599,Property,Parkrose,3/2/2021,1650,Vandalism,Vandalism,45.557393750,-122.566454462,3/2/2021,1
NE SANDY BLVD / NE 19TH AVE,21-680065,Property,Kerns,1/20/2021,1600,Vandalism,Vandalism,45.525541662,-122.646493752,1/20/2021,1
NE SANDY BLVD / NE 21ST AVE,21-903503,Property,Kerns,2/1/2021,1615,Larceny Offenses,All Other Larceny,45.526272746,-122.644515088,2/23/2021,1
NE SANDY BLVD / NE 29TH AVE,21-905906,Property,Kerns,3/27/2021,1345,Larceny Offenses,Theft From Motor Vehicle,45.529847721,-122.635379189,3/28/2021,1
NE SANDY BLVD / NE 30TH AVE,21-45165,Property,Kerns,2/18/2021,2200,Larceny Offenses,Theft From Motor Vehicle,45.530185242,-122.634490160,2/19/2021,1
NE SANDY BLVD / NE 38TH AVE,21-84940,Property,Hollywood,3/30/2021,1800,Vandalism,Vandalism,45.534413016,-122.623983797,3/30/2021,1
NE SANDY BLVD / NE 42ND AVE,21-905592,Property,Hollywood,3/21/2019,0500,Larceny Offenses,All Other Larceny,45.536123141,-122.619925200,3/23/2021,1
NE SANDY BLVD / NE 44TH AVE,21-46473,Property,Hollywood,2/20/2021,1531,Larceny Offenses,All Other Larceny,45.537021801,-122.617909150,2/20/2021,1
NE SANDY BLVD / NE 45TH AVE,21-20490,Person,Hollywood,1/22/2021,2000,Assault Offenses,Aggravated Assault,45.537462282,-122.616933957,1/22/2021,1
NE SANDY BLVD / NE 91ST AVE,21-900904,Property,Sumner,1/14/2021,2300,Vandalism,Vandalism,45.556446020,-122.568809988,1/15/2021,1
NE SANDY BLVD / NE 100TH AVE,21-66698,Property,Parkrose,3/12/2021,1245,Robbery,Robbery,45.559296900,-122.559775096,3/12/2021,1
NE SANDY BLVD / NE 100TH AVE,21-83705,Property,Parkrose,3/29/2021,1555,Vandalism,Vandalism,45.559296900,-122.559775096,3/29/2021,1
NE SANDY BLVD / NE 101ST AVE,21-903323,Property,Parkrose,2/18/2021,0600,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.559205125,-122.558771963,2/19/2021,1
NE SANDY BLVD / NE 101ST AVE,21-904268,Property,Parkrose,3/4/2021,0300,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.559205125,-122.558771963,3/4/2021,1
NE SANDY BLVD / NE 102ND AVE,21-11926,Property,Parkrose,1/13/2021,1430,Motor Vehicle Theft,Motor Vehicle Theft,45.559116151,-122.557765030,1/13/2021,1
NE SANDY BLVD / NE 102ND AVE,21-63904,Property,Parkrose,3/9/2021,2053,Motor Vehicle Theft,Motor Vehicle Theft,45.559116151,-122.557765030,3/9/2021,1
NE SANDY BLVD / NE 107TH AVE,21-64926,Property,Parkrose,3/10/2021,1841,Robbery,Robbery,45.558661232,-122.552671474,3/10/2021,1
NE SANDY BLVD / NE 111TH AVE,21-59070,Property,Parkrose,3/5/2021,0123,Larceny Offenses,All Other Larceny,45.558300146,-122.548612417,3/5/2021,1
NE SANDY BLVD / NE 111TH AVE,21-59070,Society,Parkrose,3/5/2021,0123,Weapon Law Violations,Weapons Law Violations,45.558300146,-122.548612417,3/5/2021,1
NE SANDY BLVD / NE 118TH AVE,21-19040,Property,Parkrose,1/9/2021,1300,Motor Vehicle Theft,Motor Vehicle Theft,45.557624948,-122.541378771,1/21/2021,1
NE SANDY BLVD / NE 141ST DR,21-50699,Property,Argay,2/24/2021,2231,Larceny Offenses,All Other Larceny,45.553990139,-122.519297571,2/24/2021,1
NE SANDY BLVD / NE 148TH AVE,21-903276,Property,Wilkes,2/13/2021,0100,Vandalism,Vandalism,45.552408317,-122.510306758,2/14/2021,1
NE SHAVER ST / NE 16TH AVE,21-901107,Property,Sabin,1/17/2021,0230,Larceny Offenses,Theft From Motor Vehicle,45.551860036,-122.649351955,1/17/2021,1
NE SHAVER ST / NE 122ND AVE,21-69677,Property,Parkrose,3/13/2021,1500,Motor Vehicle Theft,Motor Vehicle Theft,45.551679130,-122.537236531,3/15/2021,1
NE SHAVER ST / NE 125TH PL,21-1296,Property,Argay,1/1/2021,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.551786027,-122.534608444,1/2/2021,1
NE SHAVER ST / NE 125TH PL,21-902069,Property,Argay,1/26/2021,0800,Vandalism,Vandalism,45.551786027,-122.534608444,1/30/2021,1
NE SKIDMORE ST / NE CULLY BLVD,21-901252,Property,Cully,1/11/2021,0610,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.553876200,-122.602187244,1/18/2021,1
NE STAFFORD ST / NE 6TH AVE,21-44308,Property,Woodlawn,2/18/2021,0301,Arson,Arson,45.576488905,-122.659341106,2/18/2021,1
